Hostname,OS,Version,Software,IP Address,Asset Tag,Owner,Environment,Location,Lifecycle Status,Patch Level,Last Scanned,Criticality,Business Service,Installed Software,Security Agent Status,Backup Status,Running Services,Normalized OS,Normalized Software
dc-server-80,Linux Server,RHEL 8,SQL Server,10.0.1.81,SYS-000080,user71@example.com,Dev,DAL1-RK05-U07,In Use,2025-03-30,2025-04-18,Low,Web Portal,"Nessus, CrowdStrike, Java",Offline,Success (Last: 2025-04-21),"Ansible, W3SVC, Puppet",Windows Server,"CROWDSTRIKE, JAVA, SQL SERVER"
dc-server-81,Linux Server,RHEL 8,Tomcat,10.0.1.82,SYS-000081,user13@example.com,QA,DAL1-RK13-U07,In Use,2025-03-22,2025-04-21,Medium,Analytics,"Tenable, Nessus, CrowdStrike",Offline,Success (Last: 2025-04-21),"Ansible, CrowdStrikeSensor, Puppet",Cross-platform,"CROWDSTRIKE, TOMCAT"
dc-server-82,Linux Server,Debian 11,Docker,10.0.1.83,SYS-000082,user97@example.com,QA,DAL1-RK04-U06,Maintenance,2025-03-27,2025-04-15,High,ERP,".NET, Java, Node.js",Offline,Success (Last: 2025-04-19),"W3SVC, Puppet, Ansible",Windows Server,".NET, DOCKER, JAVA, NODE.JS"
dc-server-83,Linux Server,Ubuntu 20.04,Node.js,10.0.1.84,SYS-000083,user78@example.com,Production,DAL1-RK12-U20,In Use,2025-04-17,2025-04-20,Low,ERP,"Node.js, .NET, Nessus",Online,Success (Last: 2025-04-21),"CrowdStrikeSensor, Puppet, W3SVC",Windows Server,".NET, CROWDSTRIKE, NODE.JS"
dc-server-84,Linux Server,Ubuntu 20.04,SQL Server,10.0.1.85,SYS-000084,user37@example.com,Dev,DAL1-RK07-U13,Maintenance,2025-03-24,2025-04-15,Low,ERP,"Node.js, Java, Tenable",Online,Success (Last: 2025-04-18),"W3SVC, Ansible, MSSQL",Windows Server,"JAVA, NODE.JS, SQL SERVER"
dc-server-85,Linux Server,Ubuntu 20.04,Docker,10.0.1.86,SYS-000085,user79@example.com,Production,DAL1-RK11-U03,Maintenance,2025-04-14,2025-04-19,High,Analytics,"Nessus, Java, Tenable",Online,Success (Last: 2025-04-18),"MSSQL, Docker, Puppet",Linux Server,"DOCKER, JAVA"
dc-server-86,Linux Server,Debian 11,Docker,10.0.1.87,SYS-000086,user66@example.com,QA,DAL1-RK13-U06,In Use,2025-04-08,2025-04-15,Low,ERP,".NET, Nessus, Node.js",Offline,Success (Last: 2025-04-17),"W3SVC, MSSQL, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-87,Windows Server,2022,SQL Server,10.0.1.88,SYS-000087,user43@example.com,Dev,DAL1-RK19-U18,In Use,2025-04-16,2025-04-14,Low,HRMS,".NET, Nessus, Java",Online,Success (Last: 2025-04-16),"Docker, CrowdStrikeSensor, W3SVC",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, SQL SERVER"
dc-server-88,Linux Server,RHEL 8,IIS,10.0.1.89,SYS-000088,user20@example.com,Dev,DAL1-RK19-U18,In Use,2025-03-25,2025-04-17,Medium,Analytics,".NET, Nessus, CrowdStrike",Offline,Success (Last: 2025-04-16),"W3SVC, CrowdStrikeSensor, Ansible",Windows Server,".NET, CROWDSTRIKE, IIS"
dc-server-89,Linux Server,Debian 11,Tomcat,10.0.1.90,SYS-000089,user88@example.com,QA,DAL1-RK05-U01,Maintenance,2025-03-30,2025-04-21,High,ERP,"Java, Tenable, Node.js",Offline,Success (Last: 2025-04-18),"CrowdStrikeSensor, MSSQL, Puppet",Cross-platform,"CROWDSTRIKE, JAVA, NODE.JS, TOMCAT"
dc-server-90,Windows Server,2022,Tomcat,10.0.1.91,SYS-000090,user2@example.com,Production,DAL1-RK15-U08,In Use,2025-04-04,2025-04-18,High,ERP,"CrowdStrike, Node.js, Nessus",Online,Success (Last: 2025-04-16),"MSSQL, Docker, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, DOCKER, NODE.JS, TOMCAT"
dc-server-91,Windows Server,2019,Tomcat,10.0.1.92,SYS-000091,user93@example.com,Production,DAL1-RK14-U17,Maintenance,2025-04-13,2025-04-16,Medium,Web Portal,"CrowdStrike, .NET, Java",Offline,Success (Last: 2025-04-19),"MSSQL, W3SVC, Puppet",Windows Server,".NET, CROWDSTRIKE, JAVA, TOMCAT"
dc-server-92,Linux Server,Ubuntu 20.04,SQL Server,10.0.1.93,SYS-000092,user54@example.com,QA,DAL1-RK09-U09,In Use,2025-03-29,2025-04-19,Low,HRMS,"Node.js, Nessus, CrowdStrike",Offline,Success (Last: 2025-04-18),"MSSQL, CrowdStrikeSensor, Puppet",Windows Server,"CROWDSTRIKE, NODE.JS, SQL SERVER"
dc-server-93,Windows Server,2019,IIS,10.0.1.94,SYS-000093,user86@example.com,QA,DAL1-RK02-U05,In Use,2025-04-05,2025-04-15,High,ERP,"CrowdStrike, .NET, Nessus",Offline,Success (Last: 2025-04-20),"Ansible, W3SVC, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, IIS"
dc-server-94,Linux Server,Debian 11,Nginx,10.0.1.95,SYS-000094,user20@example.com,Dev,DAL1-RK04-U13,Maintenance,2025-04-10,2025-04-14,Medium,Billing,"Java, .NET, Nessus",Offline,Success (Last: 2025-04-21),"Ansible, Docker, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, NGINX"
dc-server-95,Windows Server,2019,Docker,10.0.1.96,SYS-000095,user17@example.com,Production,DAL1-RK15-U12,In Use,2025-03-24,2025-04-17,Low,Analytics,"Java, Nessus, Tenable",Online,Success (Last: 2025-04-20),"CrowdStrikeSensor, MSSQL, Ansible",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA"
dc-server-96,Linux Server,RHEL 8,Nginx,10.0.1.97,SYS-000096,user59@example.com,QA,DAL1-RK16-U09,Maintenance,2025-03-27,2025-04-21,Medium,Billing,"Java, Node.js, Tenable",Online,Success (Last: 2025-04-20),"MSSQL, Ansible, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, JAVA, NGINX, NODE.JS"
dc-server-97,Windows Server,2022,Nginx,10.0.1.98,SYS-000097,user16@example.com,Production,DAL1-RK18-U06,Maintenance,2025-04-01,2025-04-16,Low,ERP,"Node.js, .NET, Nessus",Online,Success (Last: 2025-04-19),"CrowdStrikeSensor, MSSQL, W3SVC",Windows Server,".NET, CROWDSTRIKE, NGINX, NODE.JS"
dc-server-98,Linux Server,Debian 11,IIS,10.0.1.99,SYS-000098,user63@example.com,QA,DAL1-RK04-U01,Maintenance,2025-03-26,2025-04-17,Low,Analytics,"Node.js, CrowdStrike, Tenable",Online,Success (Last: 2025-04-17),"MSSQL, CrowdStrikeSensor, Ansible",Windows Server,"CROWDSTRIKE, IIS, NODE.JS"
dc-server-99,Windows Server,2019,Docker,10.0.1.100,SYS-000099,user54@example.com,Dev,DAL1-RK17-U12,In Use,2025-04-11,2025-04-21,Medium,Web Portal,"Node.js, Java, CrowdStrike",Online,Success (Last: 2025-04-16),"Ansible, MSSQL, Puppet",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
dc-server-100,Linux Server,Debian 11,SQL Server,10.0.1.101,SYS-000100,user6@example.com,QA,DAL1-RK02-U08,Maintenance,2025-04-20,2025-04-21,High,ERP,"Tenable, .NET, Nessus",Offline,Success (Last: 2025-04-17),"Ansible, MSSQL, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, SQL SERVER"
dc-server-101,Linux Server,Ubuntu 20.04,Tomcat,10.0.1.102,SYS-000101,user89@example.com,Production,DAL1-RK09-U08,Maintenance,2025-04-14,2025-04-15,Low,Analytics,"Java, CrowdStrike, Tenable",Online,Success (Last: 2025-04-19),"CrowdStrikeSensor, Docker, W3SVC",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, TOMCAT"
dc-server-102,Linux Server,RHEL 8,Apache,10.0.1.103,SYS-000102,user50@example.com,QA,DAL1-RK05-U15,Maintenance,2025-04-09,2025-04-14,High,Billing,"CrowdStrike, Tenable, Nessus",Offline,Success (Last: 2025-04-21),"Docker, Puppet, CrowdStrikeSensor",Cross-platform,"APACHE, CROWDSTRIKE, DOCKER"
dc-server-103,Windows Server,2022,SQL Server,10.0.1.104,SYS-000103,user98@example.com,Dev,DAL1-RK05-U08,Maintenance,2025-04-04,2025-04-19,Low,Billing,"Nessus, Java, .NET",Online,Success (Last: 2025-04-20),"MSSQL, Ansible, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, JAVA, SQL SERVER"
dc-server-104,Windows Server,2022,Tomcat,10.0.1.105,SYS-000104,user98@example.com,QA,DAL1-RK08-U12,Maintenance,2025-04-01,2025-04-15,Low,Web Portal,"Nessus, Java, .NET",Online,Success (Last: 2025-04-17),"Docker, Puppet, MSSQL",Windows Server,".NET, DOCKER, JAVA, TOMCAT"
dc-server-105,Windows Server,2019,SQL Server,10.0.1.106,SYS-000105,user70@example.com,QA,DAL1-RK09-U08,In Use,2025-04-21,2025-04-18,High,Web Portal,"CrowdStrike, Nessus, Java",Online,Success (Last: 2025-04-19),"Ansible, Docker, W3SVC",Windows Server,"CROWDSTRIKE, DOCKER, JAVA, SQL SERVER"
dc-server-106,Linux Server,RHEL 8,Docker,10.0.1.107,SYS-000106,user10@example.com,QA,DAL1-RK08-U08,In Use,2025-03-30,2025-04-21,Medium,Analytics,".NET, Node.js, Nessus",Online,Success (Last: 2025-04-19),"W3SVC, Ansible, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-107,Windows Server,2019,Node.js,10.0.1.108,SYS-000107,user79@example.com,Dev,DAL1-RK12-U17,In Use,2025-03-28,2025-04-14,High,ERP,"Nessus, Tenable, Node.js",Online,Success (Last: 2025-04-20),"Ansible, W3SVC, MSSQL",Linux Server,NODE.JS
dc-server-108,Linux Server,Debian 11,Node.js,10.0.1.109,SYS-000108,user32@example.com,Production,DAL1-RK17-U05,In Use,2025-04-07,2025-04-20,High,HRMS,"CrowdStrike, Java, Node.js",Online,Success (Last: 2025-04-17),"CrowdStrikeSensor, W3SVC, Docker",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
dc-server-109,Windows Server,2022,SQL Server,10.0.1.110,SYS-000109,user75@example.com,Dev,DAL1-RK03-U03,Maintenance,2025-04-01,2025-04-14,Low,HRMS,"Node.js, CrowdStrike, Java",Offline,Success (Last: 2025-04-21),"MSSQL, CrowdStrikeSensor, Ansible",Windows Server,"CROWDSTRIKE, JAVA, NODE.JS, SQL SERVER"
dc-server-110,Linux Server,RHEL 8,Docker,10.0.1.111,SYS-000110,user33@example.com,Production,DAL1-RK03-U17,Maintenance,2025-04-15,2025-04-20,High,Billing,"Node.js, .NET, CrowdStrike",Online,Success (Last: 2025-04-21),"Docker, W3SVC, Puppet",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-111,Linux Server,Ubuntu 20.04,IIS,10.0.1.112,SYS-000111,user86@example.com,QA,DAL1-RK15-U15,In Use,2025-04-11,2025-04-18,Low,Analytics,".NET, Nessus, Java",Offline,Success (Last: 2025-04-20),"W3SVC, Puppet, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, IIS, JAVA"
dc-server-112,Windows Server,2022,Redis,10.0.1.113,SYS-000112,user86@example.com,Dev,DAL1-RK17-U09,In Use,2025-04-11,2025-04-16,Medium,Billing,"Tenable, .NET, Java",Offline,Success (Last: 2025-04-20),"CrowdStrikeSensor, Puppet, Ansible",Windows Server,".NET, CROWDSTRIKE, JAVA, REDIS"
dc-server-113,Windows Server,2022,Apache,10.0.1.114,SYS-000113,user4@example.com,Dev,DAL1-RK12-U12,In Use,2025-04-12,2025-04-20,Medium,Web Portal,"Java, Tenable, .NET",Offline,Success (Last: 2025-04-16),"MSSQL, W3SVC, CrowdStrikeSensor",Windows Server,".NET, APACHE, CROWDSTRIKE, JAVA"
dc-server-114,Windows Server,2022,Tomcat,10.0.1.115,SYS-000114,user91@example.com,Dev,DAL1-RK20-U03,Maintenance,2025-04-19,2025-04-16,Medium,Billing,"Nessus, Tenable, Node.js",Online,Success (Last: 2025-04-19),"Ansible, Puppet, MSSQL",Linux Server,"NODE.JS, TOMCAT"
dc-server-115,Linux Server,Ubuntu 20.04,IIS,10.0.1.116,SYS-000115,user81@example.com,Dev,DAL1-RK19-U15,Maintenance,2025-03-30,2025-04-17,High,ERP,"Node.js, Nessus, .NET",Offline,Success (Last: 2025-04-19),"MSSQL, Docker, W3SVC",Windows Server,".NET, DOCKER, IIS, NODE.JS"
dc-server-116,Windows Server,2019,Nginx,10.0.1.117,SYS-000116,user7@example.com,QA,DAL1-RK16-U07,Maintenance,2025-04-17,2025-04-21,Low,ERP,"Java, Node.js, Nessus",Online,Success (Last: 2025-04-18),"CrowdStrikeSensor, Docker, Ansible",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NGINX, NODE.JS"
dc-server-117,Windows Server,2019,Docker,10.0.1.118,SYS-000117,user5@example.com,Production,DAL1-RK16-U03,In Use,2025-03-25,2025-04-15,Medium,ERP,".NET, Java, Node.js",Offline,Success (Last: 2025-04-20),"MSSQL, CrowdStrikeSensor, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
dc-server-118,Linux Server,Debian 11,Apache,10.0.1.119,SYS-000118,user81@example.com,Production,DAL1-RK19-U06,In Use,2025-04-17,2025-04-17,Medium,Web Portal,"Node.js, CrowdStrike, Java",Offline,Success (Last: 2025-04-21),"MSSQL, CrowdStrikeSensor, Docker",Cross-platform,"APACHE, CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
dc-server-119,Windows Server,2019,Tomcat,10.0.1.120,SYS-000119,user57@example.com,QA,DAL1-RK11-U19,In Use,2025-03-22,2025-04-19,High,Analytics,"Node.js, Java, Tenable",Offline,Success (Last: 2025-04-18),"W3SVC, Puppet, MSSQL",Linux Server,"JAVA, NODE.JS, TOMCAT"
dc-server-120,Linux Server,Ubuntu 20.04,SQL Server,10.0.1.121,SYS-000120,user7@example.com,QA,DAL1-RK12-U19,In Use,2025-04-03,2025-04-21,Medium,Billing,".NET, Tenable, Java",Offline,Success (Last: 2025-04-19),"Puppet, MSSQL, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, JAVA, SQL SERVER"
dc-server-121,Windows Server,2022,SQL Server,10.0.1.122,SYS-000121,user83@example.com,Production,DAL1-RK17-U18,Maintenance,2025-04-17,2025-04-15,Low,Web Portal,".NET, Tenable, Nessus",Online,Success (Last: 2025-04-17),"Puppet, CrowdStrikeSensor, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, SQL SERVER"
dc-server-122,Linux Server,Debian 11,Apache,10.0.1.123,SYS-000122,user61@example.com,Dev,DAL1-RK17-U13,Maintenance,2025-03-26,2025-04-19,Medium,ERP,".NET, Java, Node.js",Offline,Success (Last: 2025-04-19),"CrowdStrikeSensor, Ansible, Puppet",Windows Server,".NET, APACHE, CROWDSTRIKE, JAVA, NODE.JS"
dc-server-123,Linux Server,Ubuntu 20.04,Apache,10.0.1.124,SYS-000123,user12@example.com,Dev,DAL1-RK02-U03,Maintenance,2025-03-25,2025-04-16,Medium,Analytics,"Tenable, Node.js, CrowdStrike",Online,Success (Last: 2025-04-17),"Ansible, MSSQL, W3SVC",Cross-platform,"APACHE, CROWDSTRIKE, NODE.JS"
dc-server-124,Linux Server,Ubuntu 20.04,IIS,10.0.1.125,SYS-000124,user9@example.com,Dev,DAL1-RK17-U09,Maintenance,2025-04-14,2025-04-19,Low,ERP,"Node.js, CrowdStrike, Tenable",Offline,Success (Last: 2025-04-18),"CrowdStrikeSensor, MSSQL, W3SVC",Windows Server,"CROWDSTRIKE, IIS, NODE.JS"
dc-server-125,Linux Server,RHEL 8,Apache,10.0.1.126,SYS-000125,user75@example.com,Production,DAL1-RK04-U04,In Use,2025-03-31,2025-04-16,Low,Web Portal,"Tenable, .NET, Java",Offline,Success (Last: 2025-04-17),"MSSQL, Puppet, CrowdStrikeSensor",Windows Server,".NET, APACHE, CROWDSTRIKE, JAVA"
dc-server-126,Windows Server,2022,Tomcat,10.0.1.127,SYS-000126,user28@example.com,Dev,DAL1-RK16-U12,In Use,2025-04-13,2025-04-21,Low,Web Portal,".NET, CrowdStrike, Nessus",Online,Success (Last: 2025-04-19),"MSSQL, W3SVC, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, TOMCAT"
dc-server-127,Windows Server,2022,IIS,10.0.1.128,SYS-000127,user95@example.com,QA,DAL1-RK08-U02,Maintenance,2025-04-17,2025-04-20,Medium,HRMS,"CrowdStrike, .NET, Java",Offline,Success (Last: 2025-04-21),"Puppet, Ansible, MSSQL",Windows Server,".NET, CROWDSTRIKE, IIS, JAVA"
dc-server-128,Windows Server,2019,Redis,10.0.1.129,SYS-000128,user44@example.com,Production,DAL1-RK08-U17,In Use,2025-04-20,2025-04-21,Medium,HRMS,"Nessus, Node.js, .NET",Online,Success (Last: 2025-04-17),"Puppet, Ansible, W3SVC",Windows Server,".NET, NODE.JS, REDIS"
dc-server-129,Linux Server,Ubuntu 20.04,Docker,10.0.1.130,SYS-000129,user94@example.com,Dev,DAL1-RK12-U12,In Use,2025-03-24,2025-04-18,Medium,Billing,"Java, .NET, Nessus",Online,Success (Last: 2025-04-21),"Docker, Ansible, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA"
dc-server-130,Windows Server,2022,Apache,10.0.1.131,SYS-000130,user13@example.com,Dev,DAL1-RK05-U18,In Use,2025-03-22,2025-04-15,Low,Web Portal,"CrowdStrike, Tenable, .NET",Online,Success (Last: 2025-04-16),"CrowdStrikeSensor, MSSQL, Puppet",Windows Server,".NET, APACHE, CROWDSTRIKE"
dc-server-131,Linux Server,Ubuntu 20.04,IIS,10.0.1.132,SYS-000131,user99@example.com,Production,DAL1-RK13-U06,Maintenance,2025-04-09,2025-04-14,High,Web Portal,".NET, CrowdStrike, Nessus",Online,Success (Last: 2025-04-18),"Docker, MSSQL, Puppet",Windows Server,".NET, CROWDSTRIKE, DOCKER, IIS"
dc-server-132,Windows Server,2022,Node.js,10.0.1.133,SYS-000132,user73@example.com,Production,DAL1-RK19-U03,Maintenance,2025-04-14,2025-04-14,High,Analytics,"Node.js, Java, Nessus",Offline,Success (Last: 2025-04-20),"Docker, Puppet, MSSQL",Linux Server,"DOCKER, JAVA, NODE.JS"
dc-server-133,Windows Server,2019,SQL Server,10.0.1.134,SYS-000133,user28@example.com,Production,DAL1-RK09-U20,Maintenance,2025-04-13,2025-04-18,Medium,ERP,"Nessus, Java, CrowdStrike",Online,Success (Last: 2025-04-19),"Docker, Ansible, MSSQL",Windows Server,"CROWDSTRIKE, DOCKER, JAVA, SQL SERVER"
dc-server-134,Linux Server,RHEL 8,IIS,10.0.1.135,SYS-000134,user96@example.com,QA,DAL1-RK09-U09,Maintenance,2025-04-13,2025-04-20,High,ERP,"Nessus, CrowdStrike, Tenable",Offline,Success (Last: 2025-04-19),"Docker, Puppet, MSSQL",Windows Server,"CROWDSTRIKE, DOCKER, IIS"
dc-server-135,Windows Server,2022,SQL Server,10.0.1.136,SYS-000135,user66@example.com,QA,DAL1-RK12-U01,In Use,2025-03-29,2025-04-18,Medium,Billing,".NET, Node.js, Nessus",Online,Success (Last: 2025-04-18),"MSSQL, Docker, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS, SQL SERVER"
dc-server-136,Windows Server,2022,Nginx,10.0.1.137,SYS-000136,user20@example.com,Production,DAL1-RK18-U10,Maintenance,2025-03-27,2025-04-21,High,Analytics,"Java, CrowdStrike, .NET",Online,Success (Last: 2025-04-21),"W3SVC, Puppet, Ansible",Windows Server,".NET, CROWDSTRIKE, JAVA, NGINX"
dc-server-137,Linux Server,Debian 11,IIS,10.0.1.138,SYS-000137,user7@example.com,Production,DAL1-RK16-U08,Maintenance,2025-04-09,2025-04-16,High,HRMS,"Java, Tenable, CrowdStrike",Offline,Success (Last: 2025-04-19),"Ansible, Puppet, MSSQL",Windows Server,"CROWDSTRIKE, IIS, JAVA"
dc-server-138,Windows Server,2019,Docker,10.0.1.139,SYS-000138,user28@example.com,QA,DAL1-RK06-U01,Maintenance,2025-03-29,2025-04-18,High,Web Portal,"Tenable, CrowdStrike, Node.js",Offline,Success (Last: 2025-04-21),"W3SVC, MSSQL, Docker",Cross-platform,"CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-139,Linux Server,Ubuntu 20.04,Apache,10.0.1.140,SYS-000139,user84@example.com,QA,DAL1-RK08-U19,In Use,2025-03-27,2025-04-15,High,Billing,"Java, CrowdStrike, Tenable",Online,Success (Last: 2025-04-21),"Ansible, MSSQL, Puppet",Cross-platform,"APACHE, CROWDSTRIKE, JAVA"
dc-server-140,Windows Server,2022,Tomcat,10.0.1.141,SYS-000140,user68@example.com,QA,DAL1-RK15-U10,In Use,2025-04-01,2025-04-17,Low,Analytics,"Java, CrowdStrike, Nessus",Offline,Success (Last: 2025-04-17),"CrowdStrikeSensor, MSSQL, Puppet",Cross-platform,"CROWDSTRIKE, JAVA, TOMCAT"
dc-server-141,Windows Server,2019,IIS,10.0.1.142,SYS-000141,user66@example.com,Production,DAL1-RK18-U12,Maintenance,2025-03-27,2025-04-19,Low,Analytics,"Node.js, CrowdStrike, Java",Offline,Success (Last: 2025-04-18),"Puppet, Ansible, Docker",Windows Server,"CROWDSTRIKE, DOCKER, IIS, JAVA, NODE.JS"
dc-server-142,Windows Server,2019,SQL Server,10.0.1.143,SYS-000142,user43@example.com,QA,DAL1-RK18-U03,In Use,2025-03-31,2025-04-18,Medium,Analytics,"Node.js, Nessus, Java",Online,Success (Last: 2025-04-20),"Docker, W3SVC, Puppet",Windows Server,"DOCKER, JAVA, NODE.JS, SQL SERVER"
dc-server-143,Windows Server,2019,SQL Server,10.0.1.144,SYS-000143,user3@example.com,Production,DAL1-RK08-U13,In Use,2025-04-02,2025-04-14,High,ERP,"Java, Tenable, .NET",Offline,Success (Last: 2025-04-21),"Ansible, MSSQL, Puppet",Windows Server,".NET, JAVA, SQL SERVER"
dc-server-144,Windows Server,2019,Nginx,10.0.1.145,SYS-000144,user14@example.com,QA,DAL1-RK03-U06,In Use,2025-03-22,2025-04-16,High,Billing,"Java, Tenable, Nessus",Offline,Success (Last: 2025-04-18),"MSSQL, Puppet, Docker",Linux Server,"DOCKER, JAVA, NGINX"
dc-server-145,Windows Server,2022,Apache,10.0.1.146,SYS-000145,user36@example.com,Dev,DAL1-RK03-U08,In Use,2025-03-30,2025-04-19,Medium,Web Portal,"Java, Node.js, CrowdStrike",Online,Success (Last: 2025-04-19),"CrowdStrikeSensor, W3SVC, Ansible",Cross-platform,"APACHE, CROWDSTRIKE, JAVA, NODE.JS"
dc-server-146,Windows Server,2022,Node.js,10.0.1.147,SYS-000146,user88@example.com,Dev,DAL1-RK04-U17,Maintenance,2025-04-09,2025-04-14,High,Analytics,"Nessus, Tenable, Java",Offline,Success (Last: 2025-04-20),"MSSQL, Docker, W3SVC",Linux Server,"DOCKER, JAVA, NODE.JS"
dc-server-147,Windows Server,2022,Apache,10.0.1.148,SYS-000147,user91@example.com,Production,DAL1-RK02-U13,Maintenance,2025-03-25,2025-04-20,High,ERP,"Java, Tenable, CrowdStrike",Online,Success (Last: 2025-04-20),"Ansible, W3SVC, CrowdStrikeSensor",Cross-platform,"APACHE, CROWDSTRIKE, JAVA"
dc-server-148,Windows Server,2019,Tomcat,10.0.1.149,SYS-000148,user19@example.com,Production,DAL1-RK04-U02,Maintenance,2025-04-10,2025-04-14,Low,Analytics,"Java, .NET, Tenable",Offline,Success (Last: 2025-04-18),"Puppet, W3SVC, Docker",Windows Server,".NET, DOCKER, JAVA, TOMCAT"
dc-server-149,Windows Server,2019,Tomcat,10.0.1.150,SYS-000149,user91@example.com,Production,DAL1-RK13-U07,Maintenance,2025-03-29,2025-04-18,High,Web Portal,"Java, CrowdStrike, Tenable",Online,Success (Last: 2025-04-18),"Puppet, Ansible, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, JAVA, TOMCAT"
dc-server-150,Linux Server,Ubuntu 20.04,Nginx,10.0.1.151,SYS-000150,user7@example.com,Production,DAL1-RK05-U20,In Use,2025-04-12,2025-04-20,High,Analytics,"Tenable, CrowdStrike, Nessus",Offline,Success (Last: 2025-04-18),"Ansible, MSSQL, Docker",Cross-platform,"CROWDSTRIKE, DOCKER, NGINX"
dc-server-151,Windows Server,2019,Nginx,10.0.1.152,SYS-000151,user26@example.com,Production,DAL1-RK03-U03,Maintenance,2025-03-30,2025-04-21,Low,Analytics,"Nessus, CrowdStrike, Node.js",Online,Success (Last: 2025-04-21),"CrowdStrikeSensor, W3SVC, Docker",Cross-platform,"CROWDSTRIKE, DOCKER, NGINX, NODE.JS"
dc-server-152,Linux Server,Ubuntu 20.04,SQL Server,10.0.1.153,SYS-000152,user39@example.com,Dev,DAL1-RK17-U13,In Use,2025-04-18,2025-04-16,Low,Web Portal,"Java, Tenable, Nessus",Online,Success (Last: 2025-04-21),"W3SVC, Puppet, Ansible",Windows Server,"JAVA, SQL SERVER"
dc-server-153,Linux Server,Ubuntu 20.04,Apache,10.0.1.154,SYS-000153,user14@example.com,Dev,DAL1-RK02-U16,In Use,2025-03-27,2025-04-21,High,Billing,".NET, Java, CrowdStrike",Online,Success (Last: 2025-04-21),"W3SVC, CrowdStrikeSensor, Puppet",Windows Server,".NET, APACHE, CROWDSTRIKE, JAVA"
dc-server-154,Windows Server,2019,Nginx,10.0.1.155,SYS-000154,user66@example.com,Production,DAL1-RK07-U03,In Use,2025-03-22,2025-04-15,Low,HRMS,".NET, Node.js, CrowdStrike",Online,Success (Last: 2025-04-20),"W3SVC, Docker, Ansible",Windows Server,".NET, CROWDSTRIKE, DOCKER, NGINX, NODE.JS"
dc-server-155,Windows Server,2019,IIS,10.0.1.156,SYS-000155,user49@example.com,QA,DAL1-RK04-U17,Maintenance,2025-04-20,2025-04-19,Medium,Analytics,"Tenable, Nessus, Node.js",Online,Success (Last: 2025-04-19),"Ansible, W3SVC, MSSQL",Windows Server,"IIS, NODE.JS"
dc-server-156,Windows Server,2022,Redis,10.0.1.157,SYS-000156,user23@example.com,Dev,DAL1-RK01-U20,In Use,2025-03-31,2025-04-18,High,HRMS,"CrowdStrike, Tenable, Java",Offline,Success (Last: 2025-04-18),"W3SVC, MSSQL, Docker",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, REDIS"
dc-server-157,Linux Server,Ubuntu 20.04,Docker,10.0.1.158,SYS-000157,user89@example.com,Dev,DAL1-RK08-U05,In Use,2025-04-04,2025-04-16,Medium,ERP,"CrowdStrike, Tenable, .NET",Offline,Success (Last: 2025-04-19),"Docker, Puppet, W3SVC",Windows Server,".NET, CROWDSTRIKE, DOCKER"
